subj,task,ord,paint,price,cons,resp,zresp,rt,zrt,conf,zconf,belcons,zbelcons,cor,zcor,corb,respcons,zrespcons,respconsb
43,1,1,1,1,0.6875,2,1.13284303119776,4.491,0.0316411597051971,6,0.658946527660469,7,0.4599331055039,0,-1.6583123951777,0,0.3125,-1.24079208534048,0
43,1,1,2,1,0.604166666666667,1,-0.809173593712687,4.402,-0.0117942626150474,3,-0.658946527660469,4,-0.9198662110078,1,0.552770798392567,1,0.395833333333333,-0.75912880921068,0
43,1,1,3,311,0.541666666666667,1,-0.809173593712687,6.766,1.14192864036314,3,-0.658946527660469,4,-0.9198662110078,1,0.552770798392567,1,0.458333333333333,-0.397881352113331,0
43,1,1,4,534,0.6875,1,-0.809173593712687,6.351,0.939392682353007,3,-0.658946527660469,8,0.9198662110078,1,0.552770798392567,1,0.6875,0.926692657243615,1
43,1,1,5,2670,0.608695652173913,1,-0.809173593712687,1.661,-1.34950766238798,3,-0.658946527660469,4,-0.9198662110078,1,0.552770798392567,1,0.391304347826087,-0.785306161174256,0
43,1,1,6,5340,0.617021276595745,1,-0.809173593712687,4.842,0.202942656720993,4,-0.21964884255349,4,-0.9198662110078,1,0.552770798392567,1,0.617021276595745,0.519328503495541,1
43,1,1,7,17800,0.520833333333333,1,-0.809173593712687,5.38,0.465507344454607,3,-0.658946527660469,6,0,0,-1.6583123951777,0,0.479166666666667,-0.277465533080881,0
43,1,1,8,26700,0.775510204081633,2,1.13284303119776,1.751,-1.3055842016147,7,1.09824421276745,9,1.3797993165117,1,0.552770798392567,1,0.775510204081633,1.43538805601335,1
43,1,1,9,178000,0.591836734693878,1,-0.809173593712687,3.089,-0.652588751451916,3,-0.658946527660469,5,-0.4599331055039,0,-1.6583123951777,0,0.408163265306122,-0.687862304069026,0
43,1,1,10,267000,0.630434782608696,2,1.13284303119776,8.156,1.82030209008381,3,-0.658946527660469,4,-0.9198662110078,1,0.552770798392567,1,0.369565217391304,-0.910957450599421,0
43,1,1,11,3000000,0.583333333333333,2,1.13284303119776,4.103,-0.157717760072948,6,0.658946527660469,7,0.4599331055039,1,0.552770798392567,1,0.583333333333333,0.324613562081367,1
43,1,1,12,2500000,0.847826086956522,2,1.13284303119776,2.122,-1.12452193553817,10,2.41613726808839,10,1.8397324220156,1,0.552770798392567,1,0.847826086956522,1.85337091675421,1
44,1,1,1,1,0.6875,1,-0.957427107756338,0.263,-2.02061247275593,2,-0.773879117749593,5,-0.168934344599872,1,0.957427107756338,1,0.6875,0.851024084548282,1
44,1,1,2,1,0.604166666666667,1,-0.957427107756338,3.283,-0.445635142075093,3,-0.33166247903554,8,1.0473929365192,1,0.957427107756338,1,0.395833333333333,-0.871003868557421,0
